621734	Ncdn	gene	5	146157075	146166772
619983	C1s	gene	4	160736133	160748137
3114	Mst1	gene	8	113348203	113352773
70498	Nfkb1	gene	2	233091018	233211297
1307935	RGD1307935	gene	10	73101525	73111478
1359207	MGC95210	gene	10	103311635	103322562
3012	Llgl1	gene	10	46845810	46859100
1564765	Defb25	gene	3	142972019	142972859
1359608	V1rk2	gene	1	73698972	73699919
1306908	RGD1306908	gene	10	19684827	19709881
2459	Cyp1a2	gene	8	61439090	61445532
71036	Mepe	gene	14	6529356	6540902
1309685	Mif4gd	gene	10	105687220	105691684
1564570	Gimap8	gene	4	76738163	76749568
620323	Ccbp2	gene	8	127026528	127028214
1333294	Olr1346	gene	9	91765288	91766259
1307572	Bphl	gene	17	37143275	37181172
631353	Sharpin	gene	7	114397762	114401974
621708	Pip5k2a	gene	17	92952155	93111944
1308970	Ddost_predicted	gene	5	157083337	157090071
1564076	Prkx	gene	X	63484553	63533858
1302952	Cops4	gene	14	10329870	10360081
620970	Tmed10	gene	6	109396504	109411292
69283	Mertk	gene	3	116308387	116416414
708518	Dnajc3	gene	15	103881634	103921295
632286	Slc22a8	gene	1	211269366	211287596
1309899	Rad23a	gene	19	24971070	24976901
620035	Prlpf	gene	17	43658767	43671432
3060	Mcm4	gene	11	87169742	87183443
621092	Psmb1	gene	1	54369775	54388816
2288	Cck	gene	8	126492636	126499220
1306664	Fbxo22	gene	8	58751584	58767613
1310066	RGD1310066	gene	7	67393225	67475894
621315	Map1lc3b	gene	19	51847187	51854858
708470	Ifi47	gene	10	34197630	34205133
2203	Bet1	gene	4	28941105	28951375
1549749	MGC94199	gene	5	24739859	24758750
1307416	Snrpa	gene	1	82265660	82274283
619868	Gclc	gene	8	82724429	82762848
1306210	Spin	gene	17	19950350	19996991
2694	Gja9	gene	3	99861095	99864094
1308147	RGD1308147	gene	17	58724997	58731637
61896	Nme6	gene	8	114205784	114212486
3838	Prdx2	gene	19	24836199	24841377
1309107	RGD1309107	gene	3	99676951	99693232
3610	Rxra	gene	3	6605755	6689777
1308749	Lhx8_predicted	gene	2	252216608	252239112
735037	RT1-S3	gene	20	2812209	2820644
735087	Spata20	gene	10	83117661	83124501
631382	Taar4	gene	1	22008118	22009161
1561685	LOC313618	gene	5	153568608	153625454
1308945	Cab39l	gene	15	38552234	38640594
70971	Hamp	gene	1	85978120	85980059
1561028	RGD1561028	gene	7	136003628	136105935
727905	Lyk5	gene	10	95557836	95586792
620216	Ptpn21	gene	6	122840062	122910939
2904	Il7	gene	2	96356083	96399796
1303341	Reg4	gene	2	193066427	193077988
1307609	Trim13	gene	15	40743520	40752138
620646	Otof	gene	6	25912503	26008946
1304682	Spnb4	gene	1	82436626	82527543
621476	Kcnn4	gene	1	79613736	79628887
2475	Cyp2e1	gene	1	200918521	200928919
708580	Igf2bp1	gene	10	84671084	84714648
1308531	Crkl	gene	11	85520244	85554667
2733	Grik2	gene	20	53229999	53713128
1310137	RGD1310137	gene	14	44556249	44582930
738043	Mrgprb4	gene	1	97967375	97968346
62391	Ddit3	gene	7	67247758	67252566
1311986	Gpr44	gene	1	213437202	213438498
621730	Spdy1	gene	6	24016267	24060926
2507	Dmd	gene	X	71501362	71671414
1303222	aicda	gene	4	159006320	159015493
620352	Slc25a4	gene	16	49353476	49357271
628663	Slc15a3	gene	1	213341322	213356103
628698	Znf14	gene	16	18397910	18407047
1309000	Sox6	gene	1	173556966	174069437
1359676	V1re7	gene	1	58171230	58172165
3211	Musk	gene	5	76273430	76388614
735195	Mrpl16	gene	1	214545369	214550181
2477	Cyp2g1	gene	1	81918200	81929635
71031	Csnk1d	gene	10	110162612	110197212
621523	Nkg7	gene	1	93813123	93814190
621339	Hes3	gene	5	169516965	169521363
1304832	Aars	gene	19	40952478	40974427
620993	Nucks	gene	6	142904062	142905783
1309604	Crygs	gene	11	80387000	80415192
3770	Star	gene	16	70640293	70647143
621529	Ptms	gene	4	161041241	161045149
71081	Cldn11	gene	2	116626427	116639732
1359465	Wdr34	gene	3	9021833	9037243
735154	Sh3md2	gene	16	32054773	32215987
708347	Begain	gene	6	133297075	133317688
1563593	Cdca4	gene	6	137818816	137828119
1565181	LOC360990	gene	14	103990592	104426807
621512	Gdf10	gene	16	9558781	9570656
620047	Il2	gene	2	123655005	123659709
68328	Slc2a5	gene	5	167240442	167285761
620716	Sfxn3	gene	1	250113685	250122002
1305330	Alox12b	gene	10	55917373	55926300
1304991	Fmip	gene	14	85561381	85588502
1303142	RGD1303142	gene	3	154298274	154316430
3350	Pld2	gene	10	57388474	57439063
3199	Npy5r	gene	16	24765175	24773132
2705	Glra2	gene	X	49755521	49978214
621720	Gpt1	gene	7	114746054	114748903
68324	Pdlim1	gene	1	245350086	245399534
1359419	V1rj5	gene	1	73409743	73410699
1305394	Acy3	gene	1	206569504	206572833
620997	Calcb	gene	1	172777347	172781003
619795	Atrx	gene	X	93905569	94050360
1311496	Spock1	gene	17	12710202	13213120
1565632	MGC124825	gene	18	53111771	53155616
69352	Slc6a18	gene	1	30415234	30429059
68330	Thop1	gene	7	10116822	10129088
1310208	Pldn	gene	3	109706842	109716971
1310606	RGD1310606	gene	4	185797165	185828199
70488	Tfrc	gene	11	69976256	69998098
1560644	Gmppa	gene	9	74713604	74721031
1307757	Sphk2	gene	1	96178615	96182920
1563921	Apeg3	gene	1	65525188	65540155
1311384	RGD1311384	gene	7	1550252	1551655
620371	Rax	gene	18	62567485	62571191
620817	Pdcd8	gene	X	134868878	134908166
3382	Ppp3ca	gene	2	234130176	234409232
1311487	RGD1311487	gene	2	190787503	190796057
1309621	RGD1309621	gene	4	186780191	186789640
621568	Asah1	gene	16	54279253	54311084
1303249	Vkorc1l1	gene	12	27764873	27813093
2943	Jun	gene	5	115358166	115361259
621124	Cdk7	gene	2	31500917	31525595
735063	Necap2	gene	5	159924712	159937073
62022	Tmsb10	gene	4	106286036	106286852
620597	Plaur	gene	1	79708658	79712849
620535	Cblb	gene	11	49690402	49856762
620464	Ip63	gene	1	219319422	219347799
628609	Abo	gene	3	5253078	5270252
620236	Exoc7	gene	10	106400889	106419793
1359564	TSEN34	gene	1	63830255	63837306
1309240	Theg	gene	7	11644982	11652785
2352	Chrnd	gene	9	85996421	86004839
70492	Nat2	gene	16	23845894	23846963
1306284	RGD1306284	gene	10	106948784	106953448
621573	Pga5	gene	1	213163717	213173859
708391	V1rb9	gene	4	124042296	124043228
620282	Golga2	gene	3	11412088	11434260
1310698	Kazald1	gene	1	250189941	250193354
3580	Rmrp1	gene	15	26789869	26790125
2034	Adcy4	gene	15	33930534	33946317
3001	Lepr	gene	5	122320075	122503451
628644	Bcas1	gene	3	161395340	161457923
727809	Stk25	gene	9	92907764	92919903
621881	Idh3B	gene	3	117892614	117897633
1561129	LOC499516	gene	2	29257827	29259358
620772	Gtf2f2	gene	15	56803445	56925046
629472	Cdk5r1	gene	10	68715845	68717045
1303146	Cacybp	gene	13	75623161	75633644
1311388	Slc17a5	gene	8	83516448	83551409
2427	Csh1	gene	17	44427327	44433191
1307739	RGD1307739	gene	3	15161871	15190135
1359367	Fbxo30	gene	1	5975207	5991214
3926	Ube2i	gene	10	14509948	14524551
620513	Hadhb	gene	6	26139397	26173425
1303234	Clca6	gene	2	243002320	243023215
1307639	Tusc5	gene	10	67473506	67502184
619870	Ggtl3	gene	3	145987531	146010905
1359329	MGC72992	gene	2	166402652	166445015
61951	Lgals7	gene	1	83968263	83970015
1310783	RGD1310783	gene	10	35139386	35192631
1562696	LOC500054	gene	4	52233404	52289578
621714	Spna2	gene	3	8956380	9021831
621508	Ces1	gene	19	14887900	14924363
2235	C4bpa	gene	13	43552947	43588565
1311563	RGD1311563	gene	8	119679903	119748087
1304993	Drg1	gene	14	83855894	83871922
620079	Ppp1r10	gene	20	2970787	2984397
621026	Rps11	gene	1	95596744	95598852
1311096	Gpr157	gene	5	167205605	167223745
1307541	Hipk4	gene	1	82601693	82612048
71094	Nap1l1	gene	7	50506870	50530177
1307794	Bag3	gene	1	187781147	187804835
1562218	RGD1562218	gene	19	55019196	55033524
3141	Myl2	gene	1	186472955	186474466
1304819	Cdc23	gene	18	27111603	27128285
2787	Hcrtr1	gene	5	149160739	149170738
1311847	RGD1311847	gene	16	17798175	17814175
3820	Tat	gene	19	39854122	39865374
1359251	MGC94320	gene	9	104391640	104396129
3312	Pgam1	gene	2	162840851	162842594
1308942	Gjc1	gene	10	87759290	87760126
1303294	Abcg3	gene	14	6235274	6289605
1311714	Mill1	gene	1	78075659	78102700
68437	Dcamkl1	gene	2	144678222	144754237
631345	Abcg2	gene	4	87502584	87560017
1311472	Spry2	gene	15	90009110	90011940
1310962	Btbd1	gene	1	138006565	138043662
620225	Snap29	gene	11	85579141	85609842
621075	Sfrp4	gene	17	53121425	53131521
1304560	Fahd1	gene	10	14101624	14103063
1305301	Abce1	gene	19	30093650	30118625
2068	Agrp	gene	19	35386682	35388274
2790	Hdc	gene	3	114119316	114138114
1359230	Tm9sf2	gene	15	107228796	107281296
68423	Dlgh3	gene	X	88777585	88828504
1307203	Nudcd2	gene	10	25763129	25768887
2594	Fbln5	gene	6	126018542	126098304
68935	Snx1	gene	8	70370336	70408991
67396	Ceacam1	gene	1	80742540	80758943
